job_title,grade,jurisdictional_classification,negotiating_unit,job_level,agency_description
Drafting Technician,8,0.0,5.0,,Multiple Agencies
Dredge Captain,NS,1.0,23.0,,Canal Corporation
Dredge Operator,NS,1.0,23.0,,Canal Corporation
Drill Rig Operator,12,1.0,3.0,,Transportation - M/O+Regs
Drill Supvr,16,0.0,3.0,,"Transportation, Department of"
Driver Improvement Examiner,11,0.0,2.0,,"Motor Vehicles, Department of"
Early Intervention Specialist 1,20,0.0,5.0,,"Health, Department of"
Early Intervention Specialist 2,23,0.0,5.0,,"Health, Department of"
Early Intervention Specialist 3,25,0.0,5.0,,"Health, Department of"
Early Intervention Specialist 4,27,0.0,5.0,,"Health, Department of"
Economic Development Assnt Publications Manager,23,0.0,5.0,,"Economic Development, Dept of"
Economic Development Program Admr 1,29,0.0,5.0,,"Economic Development, Dept of"
Economic Development Program Admr 2,31,0.0,5.0,,"Economic Development, Dept of"
Economic Development Program Admr 3,33,0.0,5.0,,"Economic Development, Dept of"
Economic Development Program Specialist 1 Agricul,18,0.0,5.0,,"Agriculture & Markets, Dept of"
Economic Development Program Specialist 2,23,0.0,5.0,,"Economic Development, Dept of"
Economic Development Program Specialist 2 Agricul,23,0.0,5.0,,"Agriculture & Markets, Dept of"
Economic Development Program Specialist 3,27,0.0,5.0,,"Economic Development, Dept of"
Economic Development Program Specialist 3 Agricul,27,0.0,5.0,,"Agriculture & Markets, Dept of"
Economic Development Publications Manager,25,0.0,5.0,,"Economic Development, Dept of"
Educ Counselor,19,0.0,5.0,,Corrections - M/O+Facs
Educ Counselor Spanish Language,19,0.0,5.0,,DOCCS Coxsackie Cor Facility
Educ Credentials Specialist 1,18,0.0,5.0,,"Education, Dept of"
Educ Credentials Specialist 2,23,0.0,5.0,,"Education, Dept of"
Educ Credentials Specialist 3,27,0.0,5.0,,"Education, Dept of"
Educ Dir 1,22,0.0,5.0,,Multiple Agencies
Educ Dir 2,25,0.0,5.0,,NYC Childrens Center
Educ Finance Specialist 1,18,0.0,5.0,,"Education, Dept of"
Educ Finance Specialist 2,23,0.0,5.0,,"Education, Dept of"
Educ Finance Specialist 3,25,0.0,5.0,,"Education, Dept of"
Educ Finance Specialist 4,62,0.0,6.0,,"Education, Dept of"
Educ Program Assnt 1,14,0.0,5.0,,"Education, Dept of"
Educ Program Assnt 2,18,0.0,5.0,,"Education, Dept of"
Educ Supvr Gen,19,0.0,5.0,,Multiple Agencies
Educ Supvr Voc,19,0.0,5.0,,Corrections - M/O+Facs
Education Program Manager 1,64,0.0,6.0,,"Education, Dept of"
Education Program Manager 2,65,1.0,6.0,,"Education, Dept of"
Electrocardiograph Technician,8,0.0,4.0,,Multiple Agencies
Electroencephalograph Research Technician,12,0.0,4.0,,OPWDD-M/O+Facs
Electronic Equipment Engineer Security Systems,21,0.0,5.0,,"Corrections and Community Supervision, Dept of"
Eligibility Program Manager 1,27,0.0,5.0,,"Health, Department of"
Eligibility Program Manager 2,29,0.0,5.0,,"Health, Department of"
Eligibility Program Manager 3,64,0.0,6.0,,"Health, Department of"
Emergency Medical Technician,9,0.0,5.0,,"Stony Brook, State University at"
Emergency Medical Technician Paramedic,14,0.0,5.0,,"Stony Brook, State University at"
Employee Insurance Examiner 1,11,0.0,2.0,,"Civil Service, Department of"
Employee Insurance Examiner 2,14,0.0,2.0,,"Civil Service, Department of"
Employees Retirement System Examiner 1,9,0.0,2.0,,"Comptroller, Office of"
Employees Retirement System Examiner 2,12,0.0,2.0,,"Comptroller, Office of"
Employees Retirement System Examiner 3,15,0.0,5.0,,"Comptroller, Office of"
Employees Retirement System Examiner 4,18,0.0,5.0,,"Comptroller, Office of"
Employees Retirement System Examiner 5,23,0.0,5.0,,"Comptroller, Office of"
Employment Counselor,18,0.0,5.0,,"Labor, Department of"
Employment Counselor Spanish Language,18,0.0,5.0,,"Labor, Department of"
Employment Services Manager 1,61,0.0,6.0,,"Labor, Department of"
Employment Services Manager 2,62,0.0,6.0,,"Labor, Department of"
Employment Services Manager 3,63,0.0,6.0,,"Labor, Department of"
Employment Services Rep,18,0.0,5.0,,"Labor, Department of"
Employment Services Rep Spanish Language,18,0.0,5.0,,"Labor, Department of"
Employment Spec For Individuals With Disabilities1,21,0.0,5.0,,"Education, Dept of"
Employment Spec For Individuals With Disabilities2,24,0.0,5.0,,"Education, Dept of"
Energy Conservation Technical Specialist,23,0.0,5.0,,Multiple Agencies
Energy Conservation Technical Specialist Gnrl Svcs,23,0.0,5.0,,"General Services, Office of"
Engineer In Charge,22,0.0,5.0,,Transportation - M/O+Regs
Engineering Aide,5,0.0,5.0,,Multiple Agencies
Engineering Geologist,15,0.0,5.0,,Multiple Agencies
Engineering Intern,NS,1.0,5.0,,Multiple Agencies
Engineering Support Aide,NS,6.0,5.0,,Multiple Agencies
Engineering Technician,8,0.0,5.0,,Multiple Agencies
Entomological Assnt,NS,0.0,5.0,,Multiple Agencies
Environmental Analyst 1,18,0.0,5.0,,Multiple Agencies
Environmental Analyst 2,23,0.0,5.0,,Multiple Agencies
Environmental Analyst 3,27,0.0,5.0,,Multiple Agencies
Environmental Analyst 4,64,0.0,6.0,,"Environmental Conservation, Dept of"
Environmental Assistance Administrator,27,0.0,5.0,,"Economic Development, Dept of"
Environmental Assistance Representative,23,0.0,5.0,,"Economic Development, Dept of"
Environmental Chemist 1,18,0.0,5.0,,"Environmental Conservation, Dept of"
Environmental Chemist 2,23,0.0,5.0,,"Environmental Conservation, Dept of"
Environmental Chemist 3,27,0.0,5.0,,"Environmental Conservation, Dept of"
Environmental Chemist 4,64,0.0,6.0,,"Environmental Conservation, Dept of"
Environmental Conservation Investigator 1,17,0.0,31.0,,"Environmental Conservation, Dept of"
Environmental Conservation Investigator 2,19,0.0,31.0,,"Environmental Conservation, Dept of"
Environmental Conservation Police Officer,15,0.0,31.0,,"Environmental Conservation, Dept of"
Environmental Conservation Police Officer CL,15,0.0,31.0,,"Environmental Conservation, Dept of"
Environmental Conservation Police Officer SL,15,0.0,31.0,,"Environmental Conservation, Dept of"
Environmental Educ Assnt,8,0.0,5.0,,Multiple Agencies
Environmental Educr 1,14,0.0,5.0,,Multiple Agencies
Environmental Educr 2,18,0.0,5.0,,Multiple Agencies
Environmental Educr 3,23,0.0,5.0,,Multiple Agencies
Environmental Educr 4,62,0.0,6.0,,"Environmental Conservation, Dept of"
Environmental Engineering Technician 1,8,0.0,5.0,,"Environmental Conservation, Dept of"
Environmental Engineering Technician 2,13,0.0,5.0,,Multiple Agencies
Environmental Engineering Technician 3,16,0.0,5.0,,Multiple Agencies
Environmental Health Program Manager 1,27,0.0,5.0,,"Health, Department of"
Environmental Health Program Manager 2,29,0.0,5.0,,"Health, Department of"
Environmental Health Program Manager 3,64,0.0,6.0,,"Health, Department of"
Environmental Health Program Manager 4,65,0.0,6.0,,"Health, Department of"
Environmental Impact Examiner,29,1.0,5.0,,"Environmental Conservation, Dept of"
Environmental Laboratory Consultant,22,0.0,5.0,,"Health, Department of"
Environmental Program Dir,66,1.0,6.0,,"Environmental Conservation, Dept of"
Environmental Program Spec 1 Natural Resources,18,0.0,5.0,,Multiple Agencies
Environmental Program Spec 2 Natural Resources,23,0.0,5.0,,Multiple Agencies
Environmental Program Spec 3 Natural Resources,27,0.0,5.0,,Multiple Agencies
Environmental Program Spec 4 Natural Resources,64,0.0,6.0,,"P&R Parks and Rec, Office of"
Environmental Program Specialist 1,18,0.0,5.0,,Multiple Agencies
Environmental Program Specialist 2,23,0.0,5.0,,Multiple Agencies
Environmental Program Specialist 3,27,0.0,5.0,,Multiple Agencies
Environmental Program Specialist 4,64,0.0,6.0,,"Environmental Conservation, Dept of"
Environmental Radiation Specialist 1,18,0.0,5.0,,"Environmental Conservation, Dept of"
Environmental Radiation Specialist 2,23,0.0,5.0,,"Environmental Conservation, Dept of"
Environmental Radiation Specialist 3,27,0.0,5.0,,"Environmental Conservation, Dept of"
Environmental Specialist 1,18,0.0,5.0,,Multiple Agencies
Environmental Specialist 2,23,0.0,5.0,,Multiple Agencies
Environmental Specialist 3,27,0.0,5.0,,Multiple Agencies
Environmental Specialist 4,64,0.0,6.0,,"Transportation, Department of"
Equal Opportunity Specialist 1,18,1.0,6.0,,Multiple Agencies
Equal Opportunity Specialist 1 Compliance,18,1.0,6.0,,"Employee Relations, Office of"
Equal Opportunity Specialist 2,23,1.0,6.0,,Multiple Agencies
Equal Opportunity Specialist 2 Compliance,23,1.0,6.0,,"Employee Relations, Office of"
Equal Opportunity Specialist 3,61,1.0,6.0,,Multiple Agencies
Equal Opportunity Specialist 3 Compliance,61,1.0,6.0,,"Employee Relations, Office of"
Equal Opportunity Specialist 4,62,1.0,6.0,,Multiple Agencies
Equipment Operator Instructor,13,0.0,5.0,,Transportation - M/O+Regs
Examination Composition Assnt,11,0.0,2.0,,Multiple Agencies
Examinations Editor,18,0.0,5.0,,"Education, Dept of"
Excise Tax Investigator 1,16,0.0,2.0,,"Taxation and Finance, Dept of"
Excise Tax Investigator 2,20,0.0,5.0,,"Taxation and Finance, Dept of"
Executive Assnt,NS,2.0,6.0,,Multiple Agencies
Executive Deputy Commr,NS,2.0,6.0,,Multiple Agencies
Executive Deputy Dir,NS,2.0,6.0,,Multiple Agencies
Executive Dir,NS,2.0,6.0,,Multiple Agencies
Executive Dir Psychiatric Cntr,68,1.0,6.0,,OMH-M/O+Facs
Executive Facilities Assistant,NS,2.0,3.0,,"General Services, Office of"
Facilities Manager,63,1.0,6.0,,"Children&Family Svcs, Off of"
Facilities Operations Aide 1,NS,6.0,3.0,,Multiple Agencies
Facilities Operations Aide 2,NS,6.0,3.0,,Multiple Agencies
Facility Operations Assnt 1,6,3.0,3.0,,Multiple Agencies
Facility Operations Assnt 1 Grounds,6,3.0,3.0,,Multiple Agencies
Facility Operations Assnt 1 Utilities,6,3.0,3.0,,Multiple Agencies
Facility Operations Assnt 2,9,1.0,3.0,,Multiple Agencies
Facility Operations Assnt 2 Grounds,9,1.0,3.0,,Multiple Agencies
Fair Hearings Specialist 1,14,0.0,5.0,,Multiple Agencies
Fair Hearings Specialist 1 Spanish Language,14,0.0,5.0,,"Temp&Disability Asst, Office of"
Fair Hearings Specialist 2,18,0.0,5.0,,"Temp&Disability Asst, Office of"
Fair Hearings Specialist 2 Spanish Language,18,0.0,5.0,,"Temp&Disability Asst, Office of"
Fair Hearings Specialist 3,23,0.0,5.0,,"Temp&Disability Asst, Office of"
Fair Hearings Specialist 3 Spanish Language,23,0.0,5.0,,"Temp&Disability Asst, Office of"
Fair Hearings Specialist 4,62,0.0,6.0,,"Temp&Disability Asst, Office of"
Farm Products Grading Inspector 1,14,0.0,5.0,,"Agriculture & Markets, Dept of"
Farm Products Grading Inspector 2,18,0.0,5.0,,"Agriculture & Markets, Dept of"
Farm Products Grading Inspector 3,23,0.0,5.0,,"Agriculture & Markets, Dept of"
Farm Products Grading Manager,62,0.0,6.0,,"Agriculture & Markets, Dept of"
Farm Products Inspector 1,NS,1.0,5.0,,"Agriculture & Markets, Dept of"
Farm Products Inspector 2,NS,1.0,5.0,,"Agriculture & Markets, Dept of"
Farm Products Inspector 3,NS,1.0,5.0,,"Agriculture & Markets, Dept of"
Farmer,9,1.0,4.0,,"SUNY-Admin,Coll+Univs"
Filings Examiner,NS,2.0,6.0,,"Ethics and Lobbying in Government, Commission on"
Filter Plant Operator,9,1.0,3.0,,Multiple Agencies
Financial Analyst 1,18,0.0,5.0,,"Taxation and Finance, Dept of"
Financial Analyst 1 Workers Compensation,18,0.0,5.0,,Workers Compensation Board
Financial Analyst 2,23,0.0,5.0,,"Taxation and Finance, Dept of"
Financial Analyst 2 Workers Compensation,23,0.0,5.0,,Workers Compensation Board
Financial Analyst 3 Workers Compensation,25,0.0,5.0,,Workers Compensation Board
Financial Analyst 4 Workers Compensation,27,0.0,5.0,,Workers Compensation Board
Financial Control Board Analyst,NS,2.0,6.0,,Financial Control Board For NYC
Financial Services Examiner 1,18,0.0,5.0,,"Financial Services, Department of"
Financial Services Examiner 2,23,0.0,5.0,,"Financial Services, Department of"
Financial Services Examiner 3,25,0.0,5.0,,"Financial Services, Department of"
Financial Services Examiner 4,27,0.0,5.0,,"Financial Services, Department of"
Fire & Safety Rep,18,0.0,5.0,,Multiple Agencies
Fire Protection Specialist 1,18,0.0,5.0,,"Homeland Security and Emergency Services, Div of"
Fire Protection Specialist 2,23,0.0,5.0,,"Homeland Security and Emergency Services, Div of"
Fire Protection Specialist 3,27,0.0,5.0,,"Homeland Security and Emergency Services, Div of"
First Deputy Commr,NS,2.0,6.0,,Multiple Agencies
First Deputy Supt Correctional Facility,65,1.0,6.0,,Corrections - M/O+Facs
Fish & Wildlife Technician 1,8,0.0,3.0,,"Environmental Conservation, Dept of"
Fish & Wildlife Technician 2,13,0.0,3.0,,"Environmental Conservation, Dept of"
Fish & Wildlife Technician 3,15,0.0,3.0,,"Environmental Conservation, Dept of"
Fish Culturist 1,11,0.0,3.0,,Multiple Agencies
Fish Culturist 2,13,0.0,3.0,,Multiple Agencies
Fish Culturist 3,15,0.0,5.0,,"Environmental Conservation, Dept of"
Fish Culturist 4,17,0.0,5.0,,Multiple Agencies
Fish Culturist 5,23,0.0,5.0,,"Environmental Conservation, Dept of"
Fish Culturist 6,25,0.0,5.0,,"Environmental Conservation, Dept of"
Fleet Manager,62,0.0,6.0,,"General Services, Office of"
Floating Plant Supvr,NS,0.0,25.0,,Canal Corporation
Food Distribution Administrator 1,18,0.0,5.0,,"General Services, Office of"
Food Distribution Administrator 2,23,0.0,5.0,,"General Services, Office of"
Food Distribution Manager,62,0.0,6.0,,"General Services, Office of"
Food Inspector 1,18,0.0,5.0,,Multiple Agencies
Food Inspector 1 Spanish Language,18,0.0,5.0,,"Agriculture & Markets, Dept of"
Food Inspector 2,23,0.0,5.0,,Multiple Agencies
Food Inspector 3,27,0.0,5.0,,"Agriculture & Markets, Dept of"
Food Laboratory Scientist,25,1.0,5.0,,"Agriculture & Markets, Dept of"
Food Laboratory Scientist Seed,25,1.0,5.0,,"Agriculture & Markets, Dept of"
Food Laboratory Specialist 1,18,0.0,5.0,,"Agriculture & Markets, Dept of"
Food Laboratory Specialist 1 Seed,18,0.0,5.0,,"Agriculture & Markets, Dept of"
Food Laboratory Specialist 2 Chemistry,23,0.0,5.0,,"Agriculture & Markets, Dept of"
Food Laboratory Specialist 2 Microbiology,23,0.0,5.0,,"Agriculture & Markets, Dept of"
Food Production Manager 1,61,0.0,6.0,,"Mental Health, Office of"
Food Production Manager 2,62,0.0,6.0,,"Mental Health, Office of"
Food Programs Evaluation Spec 1,18,0.0,5.0,,"Education, Dept of"
Food Programs Evaluation Spec 2,23,0.0,5.0,,"Education, Dept of"
Food Programs Evaluation Spec 3,27,0.0,5.0,,"Education, Dept of"
Food Service Aide,NS,6.0,4.0,,Multiple Agencies
Food Service Worker 1,5,3.0,4.0,,Multiple Agencies
Food Service Worker 2,9,0.0,4.0,,Multiple Agencies
Food Service Worker 3,13,0.0,4.0,,Multiple Agencies
Forensic Services Program Admr 1,62,0.0,6.0,,OMH-M/O+Facs
Forensic Services Program Admr 2,63,0.0,6.0,,Central New York Psych Center
Forest Ranger 1,14,0.0,31.0,,"Environmental Conservation, Dept of"
Forest Ranger 2,17,0.0,31.0,,"Environmental Conservation, Dept of"
Forest Ranger 3,20,0.0,31.0,,"Environmental Conservation, Dept of"
Forest Ranger 4,23,0.0,6.0,,"Environmental Conservation, Dept of"
Forester 1,18,0.0,5.0,,Multiple Agencies
Forester 2,23,0.0,5.0,,"Environmental Conservation, Dept of"
Forester 3,25,0.0,5.0,,Multiple Agencies
Forester 4,63,0.0,6.0,,"Environmental Conservation, Dept of"
Forestry Technician 1,8,0.0,3.0,,"Environmental Conservation, Dept of"
Forestry Technician 2,13,0.0,3.0,,"Environmental Conservation, Dept of"
Forestry Technician 3,15,0.0,3.0,,"Environmental Conservation, Dept of"
Gaming Operations Inspector,14,1.0,2.0,,NYS Gaming Commission
Gen Industrial Training Supvr,18,0.0,4.0,,Corrections - M/O+Facs
Gen Industrial Training Supvr Abatement,18,0.0,4.0,,"Corrections and Community Supervision, Dept of"
Gen Industrial Training Supvr Optical Manufcturing,18,0.0,4.0,,DOCCS Wallkill Cor Facility
Gender Violence Prevention Administrator,61,1.0,6.0,,"Prevnt of Domest Violnce, Off of"
Gender Violence Prevention Specialist 1,18,1.0,5.0,,"Prevnt of Domest Violnce, Off of"
Gender Violence Prevention Specialist 2,23,1.0,5.0,,"Prevnt of Domest Violnce, Off of"
Golf Course Maintenance Supvr,12,0.0,3.0,,Parks+Recreation-M/O+Reg Comms
Golf Course Manager 1,15,0.0,5.0,,Parks+Recreation-M/O+Reg Comms
Golf Course Manager 2,18,0.0,5.0,,Parks+Recreation-M/O+Reg Comms
Golf Course Supt 1,20,1.0,5.0,,Parks+Recreation-M/O+Reg Comms
Golf Course Supt 2,22,1.0,5.0,,Parks+Recreation-M/O+Reg Comms
Graduate Nurse,14,0.0,5.0,,Multiple Agencies
Graduate Nurse Chinese Language,14,0.0,5.0,,Multiple Agencies
Graduate Nurse Manual Communications,14,0.0,5.0,,Multiple Agencies
Graduate Nurse Spanish Language,14,0.0,5.0,,Multiple Agencies
Graduate Nurse Teaching & Research Center,14,0.0,5.0,,"SUNY-Admin,Coll+Univs"
Grants In Aid Program Assnt 1,14,0.0,5.0,,Multiple Agencies
Graphic Designer 1,14,1.0,5.0,,Multiple Agencies
Graphic Designer 2,18,1.0,5.0,,Multiple Agencies
Habilitation Specialist 1,14,0.0,5.0,,OPWDD-M/O+Facs
Habilitation Specialist 1 Manual Communications,14,0.0,5.0,,OPWDD Long Island DDSO
Habilitation Specialist 1 Spanish Language,14,0.0,5.0,,OPWDD-M/O+Facs
Habilitation Specialist 2,17,0.0,5.0,,OPWDD-M/O+Facs
Head Account Clerk,18,0.0,5.0,,Multiple Agencies
Head Audit Clerk,18,0.0,5.0,,Multiple Agencies
Head Clerk,17,0.0,5.0,,Multiple Agencies
Head Clerk Personnel,17,0.0,5.0,,Multiple Agencies
Head Cook,15,1.0,4.0,,Multiple Agencies
Head Driver Improvement Examiner,18,0.0,5.0,,"Motor Vehicles, Department of"
Head File Clerk,17,0.0,5.0,,Multiple Agencies
Head Grounds Supvr,14,1.0,3.0,,Multiple Agencies
Head Housekeeper,15,0.0,4.0,,Multiple Agencies
Head Laundry Supvr,12,1.0,4.0,,Multiple Agencies
Head Mail & Supply Clerk,15,0.0,5.0,,Multiple Agencies
Head Occupl Therapist,20,0.0,5.0,,Multiple Agencies
Head Physical Therapist,20,0.0,5.0,,Multiple Agencies
Head Recreation Therapist,20,0.0,5.0,,Multiple Agencies
Health Care Financing Program Manager 1,63,0.0,6.0,,"Health, Department of"
Health Care Financing Program Manager 2,64,0.0,6.0,,"Health, Department of"
Health Care Surveyor 1 Nursing,18,0.0,5.0,,"Health, Department of"
Health Care Surveyor 2 Nursing,20,0.0,5.0,,Multiple Agencies
Health Care Surveyor 3 Nursing,22,0.0,5.0,,Multiple Agencies
Health Care Surveyor 4 Nursing,25,0.0,5.0,,Multiple Agencies
Health Educ Media Specialist 2,18,0.0,5.0,,"Health, Department of"
Health Educ Media Specialist 3,23,0.0,5.0,,"Health, Department of"
Health Facility Management Assnt,18,0.0,5.0,,Multiple Agencies
Health Hearing Examiner,28,0.0,5.0,,"Health, Department of"
Health Information Management Admr 1,17,0.0,5.0,,Multiple Agencies
Health Information Management Admr 2,19,0.0,5.0,,Multiple Agencies
Health Information Management Admr 3,22,0.0,5.0,,Multiple Agencies
Health Information Management Technician 1,13,0.0,5.0,,Multiple Agencies
